Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating,Visibility Category
Low Fat,FDY46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.048,18.6,188.99,5.0,Low Visibility
Regular,FDK26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.032,5.46,187.62,5.0,Low Visibility
Regular,FDI50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.031,8.42,227.64,5.0,Low Visibility
Regular,FDB26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.031,14.0,52.36,5.0,Low Visibility
Regular,FDY49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.012,17.2,165.72,5.0,Low Visibility
Regular,FDB04,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.063,11.35,88.99,5.0,High Visibility
Regular,FDA02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.03,14.0,146.38,5.0,Low Visibility
Regular,FDZ28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.052,20.0,128.07,5.0,Low Visibility
Regular,FDE17,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.055,20.1,152.24,5.0,High Visibility
Regular,FDQ19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.014,7.35,241.35,5.0,Low Visibility
Regular,FDM08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.054,10.1,222.91,5.0,Low Visibility
Regular,FDP03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.061,5.15,122.14,5.0,High Visibility
Regular,FDU58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0,6.61,186.49,5.0,Low Visibility
Regular,FDU46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.011,10.3,84.85,5.0,Low Visibility
Regular,FDY34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.011,10.5,167.18,5.0,Low Visibility
Regular,FDO09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.126,13.5,262.19,5.0,High Visibility
Regular,FDP48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.044,7.52,181.4,5.0,Low Visibility
Regular,FDI12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.101,9.395,86.89,5.0,High Visibility
Regular,FDY12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.141,9.8,50.0,5.0,High Visibility
Regular,FDX48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.038,17.75,154.07,5.0,Low Visibility
Regular,FDV60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.118,20.2,195.81,5.0,High Visibility
Regular,FDQ47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169,7.155,35.29,5.0,High Visibility
Regular,FDZ13,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154,7.84,50.84,5.0,High Visibility
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047,9.195,50.87,5.0,Low Visibility
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147,10.195,141.58,5.0,High Visibility
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0,16.1,35.16,5.0,Low Visibility
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047,8.77,170.54,5.0,Low Visibility
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.16,17.25,61.52,5.0,High Visibility
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034,12.35,197.24,5.0,Low Visibility
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,13.65,36.65,5.0,Low Visibility
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172,18.6,47.14,5.0,High Visibility
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.066,19.35,167.08,5.0,High Visibility
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067,7.645,44.01,5.0,High Visibility
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038,13.15,89.49,5.0,Low Visibility
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.006,19.2,226.61,5.0,Low Visibility
Low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076,16.75,34.05,5.0,High Visibility
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043,11.35,197.07,5.0,Low Visibility
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.133,12.15,190.69,5.0,High Visibility
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124,6.385,34.39,5.0,High Visibility
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071,7.27,114.45,5.0,High Visibility
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047,9.8,99.4,5.0,Low Visibility
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13,14.3,77.23,5.0,High Visibility
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095,15.1,159.96,5.0,High Visibility
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055,18.85,131.53,5.0,High Visibility
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.061,20.35,234.26,5.0,High Visibility
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.093,4.785,121.01,5.0,High Visibility
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151,7.0,108.23,5.0,High Visibility
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032,7.655,114.15,5.0,Low Visibility
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028,7.96,163.29,5.0,Low Visibility
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043,18.85,257.83,5.0,Low Visibility
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.17,20.7,184.43,5.0,High Visibility
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128,14.3,86.02,5.0,High Visibility
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036,20.5,72.97,5.0,Low Visibility
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039,8.185,115.88,5.0,Low Visibility
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087,12.6,109.92,5.0,High Visibility
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048,10.5,157.09,5.0,Low Visibility
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.093,5.32,100.67,5.0,High Visibility
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042,12.35,36.32,5.0,Low Visibility
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,14.5,159.46,5.0,High Visibility
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016,18.85,130.26,5.0,Low Visibility
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,9.6,42.61,5.0,Low Visibility
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.056,15.1,140.25,5.0,High Visibility
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034,15.2,108.19,5.0,Low Visibility
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,18.75,213.32,5.0,Low Visibility
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177,19.1,172.34,5.0,High Visibility
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013,16.35,106.13,5.0,Low Visibility
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039,8.395,97.9,5.0,Low Visibility
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.108,9.195,181.26,5.0,High Visibility
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054,20.35,119.55,5.0,Low Visibility
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049,21.0,194.45,5.0,Low Visibility
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159,9.395,226.17,5.0,High Visibility
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037,15.7,182.46,5.0,Low Visibility
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.122,6.715,43.75,5.0,High Visibility
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025,10.3,170.94,5.0,Low Visibility
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059,11.65,171.14,5.0,High Visibility
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072,8.71,183.39,5.0,High Visibility
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.115,15.7,113.72,5.0,High Visibility
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018,19.75,181.57,5.0,Low Visibility
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.019,15.7,60.25,5.0,Low Visibility
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,20.2,127.47,5.0,High Visibility
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025,5.63,106.13,5.0,Low Visibility
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022,9.5,195.45,5.0,Low Visibility
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009,15.7,207.9,5.0,Low Visibility
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.006,5.34,102.44,5.0,Low Visibility
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105,15.6,173.28,5.0,High Visibility
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.22,11.65,153.0,5.0,High Visibility
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.025,5.48,83.32,5.0,Low Visibility
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.045,10.895,107.23,5.0,Low Visibility
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.179,9.8,177.94,5.0,High Visibility
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.114,16.35,198.24,5.0,High Visibility
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.118,8.01,36.65,5.0,High Visibility
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.196,10.3,156.46,5.0,High Visibility
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.033,14.8,193.58,5.0,Low Visibility
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.202,8.39,162.89,5.0,High Visibility
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211,17.0,125.14,5.0,High Visibility
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.136,14.8,190.88,5.0,High Visibility
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063,15.6,125.77,5.0,High Visibility
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.017,17.6,163.46,5.0,Low Visibility
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.176,17.6,163.69,5.0,High Visibility
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105,12.65,159.96,5.0,High Visibility
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.052,13.85,142.52,5.0,Low Visibility
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.024,18.7,52.93,5.0,Low Visibility
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.192,5.425,87.05,5.0,High Visibility
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.215,14.5,102.73,5.0,High Visibility
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.191,12.8,138.78,5.0,High Visibility
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076,18.5,145.81,5.0,High Visibility
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.144,15.5,48.47,5.0,High Visibility
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.268,16.85,194.15,5.0,High Visibility
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.239,18.0,88.25,5.0,High Visibility
Low Fat,FDW23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.082,5.765,36.72,5.0,High Visibility
Low Fat,FDW59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.021,13.15,86.36,5.0,Low Visibility
Low Fat,DRF27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.028,8.93,153.43,5.0,Low Visibility
Low Fat,FDB15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.137,10.895,264.56,5.0,High Visibility
Low Fat,FDG16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.09,15.25,213.72,5.0,High Visibility
Low Fat,FDJ04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.124,18.0,118.31,5.0,High Visibility
Low Fat,FDJ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.058,10.695,61.25,5.0,High Visibility
Low Fat,FDM56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.07,16.7,109.89,5.0,High Visibility
Low Fat,FDB45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021,20.85,104.93,5.0,Low Visibility
Low Fat,DRJ23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.042,18.35,188.19,5.0,Low Visibility
Low Fat,NCN06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.12,8.39,163.49,5.0,High Visibility
Low Fat,NCF43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.052,8.51,142.25,5.0,Low Visibility
Low Fat,NCG07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.052,12.3,188.75,5.0,Low Visibility
Low Fat,NCB55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.161,15.7,59.26,5.0,High Visibility
Low Fat,NCN30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.017,16.35,97.44,5.0,Low Visibility
Low Fat,FDF22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.057,6.865,214.52,5.0,High Visibility
Low Fat,FDQ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.033,12.85,170.64,5.0,Low Visibility
Low Fat,DRK13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.115,11.8,198.21,5.0,High Visibility
Low Fat,DRL37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.053,15.5,44.48,5.0,Low Visibility
Regular,FDL38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.015,13.8,89.92,5.0,Low Visibility
Regular,FDV13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.028,17.35,86.19,5.0,Low Visibility
Regular,FDX04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.042,19.6,46.04,5.0,Low Visibility
Regular,FDF53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.084,20.75,180.33,5.0,High Visibility
Regular,FDD21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0,10.3,115.02,5.0,Low Visibility
Regular,FDO20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.152,12.85,252.34,5.0,High Visibility
Regular,FDC21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.043,14.6,109.83,5.0,Low Visibility
Regular,FDV19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.035,14.85,159.56,5.0,Low Visibility
Regular,FDW43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.022,20.1,225.9,5.0,Low Visibility
Regular,FDO46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014,9.6,187.19,5.0,Low Visibility
Regular,FDT10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.062,16.7,60.96,5.0,High Visibility
Regular,FDB23,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.006,19.2,226.91,5.0,Low Visibility
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096,15.1,157.36,5.0,High Visibility
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022,12.15,163.62,5.0,Low Visibility
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063,6.425,132.86,5.0,High Visibility
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154,13.0,78.0,5.0,High Visibility
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045,15.6,242.99,5.0,Low Visibility
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045,19.1,40.31,5.0,Low Visibility
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046,10.0,140.62,5.0,Low Visibility
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039,18.6,244.08,5.0,Low Visibility
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,18.2,147.37,5.0,Low Visibility
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036,20.5,121.28,5.0,Low Visibility
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044,18.25,174.21,5.0,Low Visibility
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047,7.27,100.44,5.0,Low Visibility
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,8.76,127.33,5.0,Low Visibility
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035,10.6,87.02,5.0,Low Visibility
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.092,5.825,160.79,5.0,High Visibility
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111,8.275,103.33,5.0,High Visibility
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077,12.3,247.15,5.0,High Visibility
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035,16.35,128.4,5.0,Low Visibility
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014,20.25,148.04,5.0,Low Visibility
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.124,12.65,108.29,5.0,High Visibility
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026,18.5,88.92,5.0,Low Visibility
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036,18.85,58.56,5.0,Low Visibility
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,9.06,211.86,5.0,Low Visibility
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057,6.865,212.02,5.0,High Visibility
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075,9.5,253.37,5.0,High Visibility
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1,10.0,113.35,5.0,High Visibility
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067,14.1,200.41,5.0,High Visibility
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058,15.85,55.9,5.0,High Visibility
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041,16.0,139.95,5.0,Low Visibility
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156,21.25,177.34,5.0,High Visibility
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.97,172.04,5.0,Low Visibility
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063,12.65,159.66,5.0,High Visibility
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114,12.8,142.28,5.0,High Visibility
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029,9.695,175.14,5.0,Low Visibility
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,13.0,59.32,5.0,Low Visibility
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,14.5,41.05,5.0,Low Visibility
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162,15.0,182.53,5.0,High Visibility
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184,18.25,110.16,5.0,High Visibility
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011,6.115,91.05,5.0,Low Visibility
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064,9.8,116.75,5.0,High Visibility
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015,20.35,234.5,5.0,Low Visibility
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042,6.785,44.01,5.0,Low Visibility
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,14.85,155.76,5.0,Low Visibility
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039,16.7,146.61,5.0,Low Visibility
Low Fat,FDI14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089,12.15,139.25,5.0,High Visibility
Low Fat,FDU25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.027,12.15,56.22,5.0,Low Visibility
Low Fat,FDC53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.009,12.85,96.74,5.0,Low Visibility
Low Fat,FDD28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053,12.85,59.59,5.0,Low Visibility
Low Fat,FDO40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032,12.85,148.94,5.0,Low Visibility
Low Fat,FDT40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.095,12.85,125.57,5.0,High Visibility
Low Fat,FDD33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0,13.1,231.96,5.0,Low Visibility
Low Fat,FDW20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024,13.1,124.97,5.0,Low Visibility
Low Fat,DRN47,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.017,10.1,180.77,5.0,Low Visibility
Low Fat,NCY53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.058,12.15,110.45,5.0,High Visibility
Low Fat,NCE19,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.093,13.15,53.5,5.0,High Visibility
Low Fat,NCE55,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.129,13.15,178.24,5.0,High Visibility
Low Fat,NCG43,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.074,13.15,94.05,5.0,High Visibility
Low Fat,NCH06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076,13.15,245.65,5.0,High Visibility
Low Fat,NCM30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.067,13.15,39.28,5.0,High Visibility
Low Fat,NCN42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014,13.15,145.64,5.0,Low Visibility
Low Fat,NCU42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.019,13.15,166.55,5.0,Low Visibility
Low Fat,NCJ19,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.118,14.5,55.26,5.0,High Visibility
Low Fat,FDD46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.141,13.15,154.8,5.0,High Visibility
Low Fat,FDL33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.099,13.15,194.45,5.0,High Visibility
Low Fat,FDP09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034,13.15,211.69,5.0,Low Visibility
Low Fat,DRL37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053,11.8,44.38,5.0,Low Visibility
Regular,FDE36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0,11.65,165.59,5.0,Low Visibility
Regular,FDG12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.006,11.65,122.41,5.0,Low Visibility
Regular,FDU24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.139,11.65,94.31,5.0,High Visibility
Regular,FDK25,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.156,10.695,169.35,5.0,High Visibility
Regular,FDB14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.102,12.15,91.31,5.0,High Visibility
Regular,FDH50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.161,12.15,185.23,5.0,High Visibility
